Absence reason,Month,Day,Season,Transportation expense,Distance to Work,Service time,Age,Avg work load per day,Education level,Number of children,Pets,Weight,Height,Body mass index,Hours absent,Disease
0,Oct,Tue,Winter,291,31,12,40,265.017,h_school,1,1,73,171,25,0,no
0,Oct,Tue,Winter,157,27,6,29,265.017,h_school,0,0,75,185,22,0,no
1,Oct,Wed,Winter,179,26,9,30,265.017,postgrad,0,0,56,171,19,5,yes
7,Oct,Wed,Winter,179,26,9,30,265.017,postgrad,0,0,56,171,19,5,yes
23,Oct,Thr,Winter,118,13,18,50,265.017,h_school,1,0,98,178,31,1,no
11,Nov,Mon,Winter,118,10,10,37,284.031,h_school,0,0,83,172,28,8,yes
23,Nov,Mon,Winter,248,25,14,47,284.031,h_school,2,1,86,165,32,2,no
6,Nov,Tue,Winter,179,51,18,38,284.031,h_school,0,0,89,170,31,8,yes
28,Nov,Fri,Winter,260,50,11,36,284.031,h_school,4,0,65,168,23,3,no
23,Nov,Mon,Winter,291,31,12,40,284.031,h_school,1,1,73,171,25,1,no
1,Nov,Mon,Winter,378,49,11,36,284.031,h_school,2,4,65,174,21,8,yes
11,Nov,Mon,Winter,155,12,14,34,284.031,h_school,2,0,95,196,25,120,yes
26,Nov,Mon,Winter,235,20,13,43,284.031,h_school,1,0,106,167,38,8,no
0,Nov,Tue,Winter,330,16,4,28,284.031,graduate,0,0,84,182,25,0,no
18,Nov,Wed,Winter,235,11,14,37,284.031,postgrad,1,1,88,172,29,1,yes
11,Nov,Wed,Winter,118,10,10,37,284.031,h_school,0,0,83,172,28,3,yes
25,Nov,Thr,Winter,235,11,14,37,284.031,postgrad,1,1,88,172,29,2,no
28,Nov,Thr,Winter,179,51,18,38,284.031,h_school,0,0,89,170,31,3,no
13,Nov,Fri,Winter,246,25,16,41,284.031,h_school,0,0,67,170,23,8,yes
12,Nov,Fri,Winter,291,31,12,40,284.031,h_school,1,1,73,171,25,4,yes
13,Nov,Mon,Winter,246,25,16,41,284.031,h_school,0,0,67,170,23,8,yes
28,Nov,Tue,Winter,179,51,18,38,284.031,h_school,0,0,89,170,31,1,no
10,Nov,Wed,Winter,260,50,11,36,284.031,h_school,4,0,65,168,23,8,yes
15,Nov,Fri,Winter,260,50,11,36,284.031,h_school,4,0,65,168,23,8,yes
0,Nov,Fri,Winter,378,49,11,36,284.031,h_school,2,4,65,174,21,0,no
0,Nov,Tue,Winter,279,5,14,39,284.031,h_school,2,0,68,168,24,0,no
23,Nov,Thr,Winter,179,51,18,38,284.031,h_school,0,0,89,170,31,1,no
12,Dec,Mon,Winter,225,26,9,28,236.629,h_school,1,2,69,169,24,3,yes
28,Dec,Mon,Winter,179,51,18,38,236.629,h_school,0,0,89,170,31,2,no
28,Dec,Mon,Winter,179,51,18,38,236.629,h_school,0,0,89,170,31,1,no
23,Dec,Mon,Winter,235,11,14,37,236.629,postgrad,1,1,88,172,29,3,no
28,Dec,Tue,Winter,118,13,18,50,236.629,h_school,1,0,98,178,31,1,no
28,Dec,Fri,Winter,260,50,11,36,236.629,h_school,4,0,65,168,23,4,no
4,Dec,Thr,Winter,246,25,16,41,236.629,h_school,0,0,67,170,23,8,yes
28,Dec,Thr,Winter,179,51,18,38,236.629,h_school,0,0,89,170,31,1,no
28,Dec,Fri,Winter,179,51,18,38,236.629,h_school,0,0,89,170,31,1,no
23,Dec,Tue,Winter,179,26,9,30,236.629,postgrad,0,0,56,171,19,1,no
25,Dec,Tue,Winter,118,10,10,37,236.629,h_school,0,0,83,172,28,8,no
25,Dec,Thr,Winter,235,11,14,37,236.629,postgrad,1,1,88,172,29,2,no
28,Dec,Fri,Winter,179,51,18,38,236.629,h_school,0,0,89,170,31,1,no
13,Dec,Tue,Summer,235,20,13,43,236.629,h_school,1,0,106,167,38,8,yes
14,Dec,Tue,Summer,235,11,14,37,236.629,postgrad,1,1,88,172,29,4,yes
26,Dec,Wed,Summer,260,50,11,36,236.629,h_school,4,0,65,168,23,8,no
28,Dec,Mon,Summer,157,27,6,29,236.629,h_school,0,0,75,185,22,2,no
28,Dec,Mon,Summer,179,51,18,38,236.629,h_school,0,0,89,170,31,3,no
19,Dec,Mon,Summer,289,36,13,33,236.629,h_school,2,1,90,172,30,8,yes
23,Jan,Wed,Summer,225,26,9,28,330.061,h_school,1,2,69,169,24,5,no
19,Jan,Mon,Summer,118,10,10,37,330.061,h_school,0,0,83,172,28,32,yes
23,Jan,Mon,Summer,155,12,14,34,330.061,h_school,2,0,95,196,25,2,no
13,Jan,Tue,Summer,235,11,14,37,330.061,postgrad,1,1,88,172,29,1,yes
23,Jan,Tue,Summer,155,12,14,34,330.061,h_school,2,0,95,196,25,4,no
26,Jan,Mon,Summer,289,36,13,33,330.061,h_school,2,1,90,172,30,8,no
3,Jan,Wed,Summer,291,31,12,40,330.061,h_school,1,1,73,171,25,8,yes
26,Jan,Mon,Summer,235,20,13,43,330.061,h_school,1,0,106,167,38,8,no
26,Jan,Mon,Summer,118,13,18,50,330.061,h_school,1,0,98,178,31,4,no
28,Jan,Wed,Summer,179,51,18,38,330.061,h_school,0,0,89,170,31,1,no
28,Jan,Fri,Summer,179,51,18,38,330.061,h_school,0,0,89,170,31,1,no
28,Feb,Tue,Summer,118,10,10,37,251.818,h_school,0,0,83,172,28,2,no
27,Feb,Wed,Summer,179,51,18,38,251.818,h_school,0,0,89,170,31,3,no
7,Feb,Wed,Summer,225,26,9,28,251.818,h_school,1,2,69,169,24,1,yes
22,Feb,Fri,Summer,289,36,13,33,251.818,h_school,2,1,90,172,30,3,no
28,Feb,Fri,Summer,260,50,11,36,251.818,h_school,4,0,65,168,23,3,no
23,Feb,Fri,Summer,179,51,18,38,251.818,h_school,0,0,89,170,31,3,no
27,Feb,Mon,Summer,179,51,18,38,251.818,h_school,0,0,89,170,31,2,no
27,Feb,Wed,Summer,179,51,18,38,251.818,h_school,0,0,89,170,31,3,no
10,Feb,Thr,Summer,179,51,18,38,251.818,h_school,0,0,89,170,31,8,yes
26,Feb,Thr,Summer,246,25,16,41,251.818,h_school,0,0,67,170,23,8,no
27,Feb,Fri,Summer,179,51,18,38,251.818,h_school,0,0,89,170,31,3,no
22,Feb,Mon,Summer,189,29,13,33,251.818,h_school,2,2,69,167,25,8,no
27,Feb,Mon,Summer,179,51,18,38,251.818,h_school,0,0,89,170,31,3,no
23,Feb,Tue,Summer,246,25,16,41,251.818,h_school,0,0,67,170,23,2,no
23,Feb,Tue,Summer,291,31,12,40,251.818,h_school,1,1,73,171,25,2,no
11,Feb,Wed,Summer,157,27,6,29,251.818,h_school,0,0,75,185,22,16,yes
27,Feb,Wed,Summer,179,51,18,38,251.818,h_school,0,0,89,170,31,3,no
27,Feb,Fri,Summer,179,51,18,38,251.818,h_school,0,0,89,170,31,3,no
10,Feb,Fri,Summer,246,25,16,41,251.818,h_school,0,0,67,170,23,24,yes
27,Feb,Wed,Summer,179,51,18,38,251.818,h_school,0,0,89,170,31,3,no
27,Feb,Fri,Summer,179,51,18,38,251.818,h_school,0,0,89,170,31,3,no
18,Mar,Tue,Summer,118,10,10,37,244.387,h_school,0,0,83,172,28,8,yes
19,Mar,Wed,Summer,246,25,16,41,244.387,h_school,0,0,67,170,23,16,yes
28,Mar,Fri,Summer,246,25,16,41,244.387,h_school,0,0,67,170,23,2,no
28,Mar,Fri,Summer,260,50,11,36,244.387,h_school,4,0,65,168,23,4,no
28,Mar,Mon,Summer,179,51,18,38,244.387,h_school,0,0,89,170,31,2,no
22,Mar,Mon,Summer,235,11,14,37,244.387,postgrad,1,1,88,172,29,8,no
22,Mar,Tue,Summer,179,22,17,40,244.387,graduate,2,0,63,170,22,8,no
22,Mar,Tue,Summer,378,49,11,36,244.387,h_school,2,4,65,174,21,8,no
28,Mar,Mon,Summer,179,51,18,38,244.387,h_school,0,0,89,170,31,16,no
22,Mar,Wed,Summer,361,52,3,28,244.387,h_school,1,4,80,172,27,8,no
0,Mar,Wed,Summer,369,17,12,31,244.387,h_school,3,0,70,169,25,0,no
21,Mar,Thr,Summer,235,11,14,37,244.387,postgrad,1,1,88,172,29,8,yes
23,Mar,Fri,Fall,118,13,18,50,244.387,h_school,1,0,98,178,31,2,no
14,Mar,Tue,Fall,118,13,18,50,244.387,h_school,1,0,98,178,31,3,yes
13,Mar,Wed,Fall,118,13,18,50,244.387,h_school,1,0,98,178,31,8,yes
0,Mar,Thr,Fall,235,11,14,37,244.387,postgrad,1,1,88,172,29,0,no
0,Mar,Thr,Fall,246,25,16,41,244.387,h_school,0,0,67,170,23,0,no
0,Mar,Thr,Fall,118,13,18,50,244.387,h_school,1,0,98,178,31,0,no
28,Mar,Fri,Fall,179,51,18,38,244.387,h_school,0,0,89,170,31,8,no
22,Mar,Fri,Fall,289,36,13,33,244.387,h_school,2,1,90,172,30,8,no
19,Mar,Mon,Fall,260,50,11,36,244.387,h_school,4,0,65,168,23,8,yes
28,Mar,Tue,Fall,246,25,16,41,244.387,h_school,0,0,67,170,23,2,no
28,Apr,Wed,Fall,179,51,18,38,239.409,h_school,0,0,89,170,31,4,no
28,Apr,Fri,Fall,260,50,11,36,239.409,h_school,4,0,65,168,23,3,no
26,Apr,Fri,Fall,330,16,4,28,239.409,graduate,0,0,84,182,25,4,no
22,Apr,Mon,Fall,369,17,12,31,239.409,h_school,3,0,70,169,25,4,no
26,Apr,Mon,Fall,248,25,14,47,239.409,h_school,2,1,86,165,32,4,no
23,Apr,Wed,Fall,330,16,4,28,239.409,graduate,0,0,84,182,25,8,no
28,Apr,Wed,Fall,179,51,18,38,239.409,h_school,0,0,89,170,31,8,no
23,Apr,Mon,Fall,118,13,18,50,239.409,h_school,1,0,98,178,31,1,no
13,Apr,Wed,Fall,118,13,18,50,239.409,h_school,1,0,98,178,31,120,yes
28,Apr,Fri,Fall,300,26,13,43,239.409,h_school,2,1,77,175,25,8,no
28,Apr,Fri,Fall,260,50,11,36,239.409,h_school,4,0,65,168,23,4,no
28,Apr,Mon,Fall,179,51,18,38,239.409,h_school,0,0,89,170,31,4,no
11,Apr,Wed,Fall,118,10,10,37,239.409,h_school,0,0,83,172,28,2,yes
13,May,Mon,Fall,235,20,13,43,246.074,h_school,1,0,106,167,38,16,yes
23,May,Wed,Fall,248,25,14,47,246.074,h_school,2,1,86,165,32,2,no
10,May,Mon,Fall,369,17,12,31,246.074,h_school,3,0,70,169,25,8,yes
23,May,Wed,Fall,179,26,9,30,246.074,postgrad,0,0,56,171,19,3,no
28,May,Wed,Fall,179,51,18,38,246.074,h_school,0,0,89,170,31,4,no
23,May,Thr,Fall,361,52,3,28,246.074,h_school,1,4,80,172,27,1,no
28,May,Fri,Fall,260,50,11,36,246.074,h_school,4,0,65,168,23,3,no
11,May,Mon,Fall,179,22,17,40,246.074,graduate,2,0,63,170,22,2,yes
8,May,Mon,Fall,179,22,17,40,246.074,graduate,2,0,63,170,22,3,yes
18,May,Wed,Fall,228,14,16,58,246.074,h_school,2,1,65,172,22,8,yes
25,May,Wed,Fall,225,26,9,28,246.074,h_school,1,2,69,169,24,3,no
13,May,Fri,Fall,330,16,4,28,246.074,graduate,0,0,84,182,25,8,yes
25,May,Mon,Fall,179,26,9,30,246.074,postgrad,0,0,56,171,19,2,no
28,May,Mon,Fall,118,10,10,37,246.074,h_school,0,0,83,172,28,1,no
1,May,Mon,Fall,235,11,14,37,246.074,postgrad,1,1,88,172,29,8,yes
23,May,Wed,Fall,179,26,9,30,246.074,postgrad,0,0,56,171,19,3,no
23,Jun,Mon,Fall,118,10,10,37,253.957,h_school,0,0,83,172,28,3,no
28,Jun,Mon,Fall,179,51,18,38,253.957,h_school,0,0,89,170,31,3,no
28,Jun,Tue,Fall,118,10,10,37,253.957,h_school,0,0,83,172,28,2,no
23,Jun,Thr,Fall,225,26,9,28,253.957,h_school,1,2,69,169,24,4,no
28,Jun,Fri,Fall,260,50,11,36,253.957,h_school,4,0,65,168,23,4,no
0,Jun,Fri,Fall,179,51,18,38,253.957,h_school,0,0,89,170,31,0,no
13,Jun,Mon,Fall,291,31,12,40,253.957,h_school,1,1,73,171,25,40,yes
28,Jun,Mon,Fall,179,51,18,38,253.957,h_school,0,0,89,170,31,24,no
28,Jun,Tue,Fall,246,25,16,41,253.957,h_school,0,0,67,170,23,3,no
28,Jun,Mon,Fall,179,51,18,38,253.957,h_school,0,0,89,170,31,4,no
26,Jun,Tue,Fall,235,20,13,43,253.957,h_school,1,0,106,167,38,8,no
28,Jun,Mon,Spring,179,51,18,38,253.957,h_school,0,0,89,170,31,2,no
23,Jun,Wed,Spring,225,26,9,28,253.957,h_school,1,2,69,169,24,2,no
23,Jun,Wed,Spring,118,13,18,50,253.957,h_school,1,0,98,178,31,2,no
5,Jun,Wed,Spring,179,51,18,38,253.957,h_school,0,0,89,170,31,8,yes
21,Jun,Wed,Spring,179,26,9,30,253.957,postgrad,0,0,56,171,19,2,yes
28,Jun,Fri,Spring,246,25,16,41,253.957,h_school,0,0,67,170,23,2,no
11,Jun,Tue,Spring,330,16,4,28,253.957,graduate,0,0,84,182,25,1,yes
13,Jun,Tue,Spring,235,11,14,37,253.957,postgrad,1,1,88,172,29,8,yes
23,Jul,Thr,Spring,179,26,9,30,230.29,postgrad,0,0,56,171,19,2,no
25,Jul,Thr,Spring,225,26,9,28,230.29,h_school,1,2,69,169,24,4,no
13,Jul,Fri,Spring,260,50,11,36,230.29,h_school,4,0,65,168,23,8,yes
7,Jul,Mon,Spring,268,11,8,33,230.29,graduate,0,0,79,178,25,8,yes
25,Jul,Fri,Spring,330,16,4,28,230.29,graduate,0,0,84,182,25,8,no
26,Jul,Fri,Spring,118,10,10,37,230.29,h_school,0,0,83,172,28,8,no
26,Jul,Mon,Spring,260,50,11,36,230.29,h_school,4,0,65,168,23,4,no
28,Jul,Tue,Spring,118,10,10,37,230.29,h_school,0,0,83,172,28,8,no
15,Jul,Mon,Spring,300,26,13,43,230.29,h_school,2,1,77,175,25,8,yes
23,Jul,Mon,Spring,235,29,12,48,230.29,h_school,1,5,88,163,33,1,no
28,Jul,Tue,Spring,246,25,16,41,230.29,h_school,0,0,67,170,23,2,no
9,Jul,Tue,Spring,225,26,9,28,230.29,h_school,1,2,69,169,24,112,yes
28,Jul,Tue,Spring,179,51,18,38,230.29,h_school,0,0,89,170,31,1,no
23,Jul,Fri,Spring,118,13,18,50,230.29,h_school,1,0,98,178,31,1,no
22,Jul,Fri,Spring,361,52,3,28,230.29,h_school,1,4,80,172,27,8,no
22,Jul,Mon,Spring,289,36,13,33,230.29,h_school,2,1,90,172,30,8,no
26,Jul,Mon,Spring,235,20,13,43,230.29,h_school,1,0,106,167,38,8,no
28,Jul,Tue,Spring,246,25,16,41,230.29,h_school,0,0,67,170,23,2,no
28,Jul,Thr,Spring,291,31,12,40,230.29,h_school,1,1,73,171,25,1,no
23,Jul,Thr,Spring,279,5,14,39,230.29,h_school,2,0,68,168,24,2,no
25,Aug,Thr,Spring,179,51,18,38,249.797,h_school,0,0,89,170,31,4,no
25,Aug,Mon,Spring,179,22,17,40,249.797,graduate,2,0,63,170,22,1,no
28,Aug,Tue,Spring,246,25,16,41,249.797,h_school,0,0,67,170,23,4,no
28,Aug,Tue,Spring,118,10,10,37,249.797,h_school,0,0,83,172,28,4,no
26,Aug,Tue,Spring,289,36,13,33,249.797,h_school,2,1,90,172,30,8,no
26,Aug,Tue,Spring,235,20,13,43,249.797,h_school,1,0,106,167,38,8,no
28,Aug,Thr,Spring,291,31,12,40,249.797,h_school,1,1,73,171,25,4,no
25,Aug,Mon,Spring,179,51,18,38,249.797,h_school,0,0,89,170,31,4,no
25,Aug,Tue,Spring,179,22,17,40,249.797,graduate,2,0,63,170,22,8,no
23,Aug,Thr,Spring,330,16,4,28,249.797,graduate,0,0,84,182,25,16,no
23,Aug,Tue,Spring,235,11,14,37,249.797,postgrad,1,1,88,172,29,4,no
28,Aug,Tue,Spring,246,25,16,41,249.797,h_school,0,0,67,170,23,1,no
28,Aug,Tue,Spring,118,10,10,37,249.797,h_school,0,0,83,172,28,5,no
28,Aug,Thr,Spring,291,31,12,40,249.797,h_school,1,1,73,171,25,2,no
28,Aug,Mon,Spring,260,50,11,36,249.797,h_school,4,0,65,168,23,3,no
28,Sep,Tue,Spring,246,25,16,41,261.756,h_school,0,0,67,170,23,1,no
28,Sep,Tue,Spring,246,25,16,41,261.756,h_school,0,0,67,170,23,1,no
28,Sep,Tue,Spring,118,10,10,37,261.756,h_school,0,0,83,172,28,3,no
23,Sep,Tue,Spring,155,12,14,34,261.756,h_school,2,0,95,196,25,2,no
28,Sep,Thr,Spring,291,31,12,40,261.756,h_school,1,1,73,171,25,2,no
23,Sep,Fri,Spring,179,26,9,30,261.756,postgrad,0,0,56,171,19,8,no
23,Sep,Fri,Spring,248,25,14,47,261.756,h_school,2,1,86,165,32,1,no
23,Sep,Mon,Spring,179,51,18,38,261.756,h_school,0,0,89,170,31,4,no
23,Sep,Wed,Spring,225,26,9,28,261.756,h_school,1,2,69,169,24,1,no
23,Sep,Mon,Spring,179,26,9,30,261.756,postgrad,0,0,56,171,19,2,no
23,Sep,Tue,Winter,369,17,12,31,261.756,h_school,3,0,70,169,25,8,no
22,Sep,Tue,Winter,361,52,3,28,261.756,h_school,1,4,80,172,27,8,no
4,Oct,Thr,Winter,289,48,29,49,284.853,h_school,0,2,108,172,36,1,yes
11,Oct,Thr,Winter,235,16,8,32,284.853,postgrad,0,0,75,178,25,3,yes
26,Oct,Fri,Winter,246,25,16,41,284.853,h_school,0,0,67,170,23,8,no
14,Oct,Wed,Winter,289,48,29,49,284.853,h_school,0,2,108,172,36,3,yes
28,Oct,Wed,Winter,291,31,12,40,284.853,h_school,1,1,73,171,25,2,no
23,Oct,Tue,Winter,118,10,10,37,284.853,h_school,0,0,83,172,28,2,no
23,Oct,Thr,Winter,289,48,29,49,284.853,h_school,0,2,108,172,36,2,no
23,Oct,Fri,Winter,291,31,12,40,284.853,h_school,1,1,73,171,25,1,no
23,Oct,Tue,Winter,225,26,9,28,284.853,h_school,1,2,69,169,24,2,no
23,Oct,Tue,Winter,369,17,12,31,284.853,h_school,3,0,70,169,25,8,no
23,Oct,Tue,Winter,369,17,12,31,284.853,h_school,3,0,70,169,25,3,no
23,Oct,Tue,Winter,225,26,9,28,284.853,h_school,1,2,69,169,24,4,no
26,Oct,Tue,Winter,369,17,12,31,284.853,h_school,3,0,70,169,25,8,no
28,Oct,Wed,Winter,179,51,18,38,284.853,h_school,0,0,89,170,31,3,no
1,Oct,Wed,Winter,228,14,16,58,284.853,h_school,2,1,65,172,22,1,yes
23,Oct,Wed,Winter,291,31,12,40,284.853,h_school,1,1,73,171,25,1,no
10,Oct,Thr,Winter,369,17,12,31,284.853,h_school,3,0,70,169,25,8,yes
13,Oct,Thr,Winter,225,26,9,28,284.853,h_school,1,2,69,169,24,1,yes
10,Oct,Fri,Winter,369,17,12,31,284.853,h_school,3,0,70,169,25,8,yes
10,Oct,Fri,Winter,225,26,9,28,284.853,h_school,1,2,69,169,24,3,yes
23,Oct,Mon,Winter,189,29,13,33,284.853,h_school,2,2,69,167,25,8,no
6,Oct,Mon,Winter,235,16,8,32,284.853,postgrad,0,0,75,178,25,8,yes
10,Oct,Mon,Winter,248,25,14,47,284.853,h_school,2,1,86,165,32,8,yes
0,Oct,Mon,Winter,225,26,9,28,284.853,h_school,1,2,69,169,24,0,no
13,Oct,Tue,Winter,225,26,9,28,284.853,h_school,1,2,69,169,24,3,yes
21,Nov,Tue,Winter,179,51,18,38,268.519,h_school,0,0,89,170,31,1,yes
28,Nov,Wed,Winter,118,10,10,37,268.519,h_school,0,0,83,172,28,3,no
2,Nov,Wed,Winter,330,16,4,28,268.519,graduate,0,0,84,182,25,24,yes
28,Nov,Fri,Winter,179,51,18,38,268.519,h_school,0,0,89,170,31,1,no
9,Nov,Tue,Winter,118,10,10,37,268.519,h_school,0,0,83,172,28,8,yes
24,Nov,Wed,Winter,289,36,13,33,268.519,h_school,2,1,90,172,30,8,no
1,Nov,Fri,Winter,235,16,8,32,268.519,postgrad,0,0,75,178,25,8,yes
23,Nov,Fri,Winter,225,26,9,28,268.519,h_school,1,2,69,169,24,4,no
22,Nov,Tue,Winter,361,52,3,28,268.519,h_school,1,4,80,172,27,8,no
28,Nov,Wed,Winter,291,31,12,40,268.519,h_school,1,1,73,171,25,2,no
13,Nov,Thr,Winter,118,10,10,37,268.519,h_school,0,0,83,172,28,2,yes
14,Nov,Thr,Winter,225,26,9,28,268.519,h_school,1,2,69,169,24,3,yes
28,Nov,Mon,Winter,179,51,18,38,268.519,h_school,0,0,89,170,31,1,no
23,Nov,Mon,Winter,118,10,10,37,268.519,h_school,0,0,83,172,28,8,no
8,Nov,Tue,Winter,118,10,10,37,268.519,h_school,0,0,83,172,28,8,yes
23,Nov,Tue,Winter,225,26,9,28,268.519,h_school,1,2,69,169,24,2,no
0,Nov,Tue,Winter,291,31,12,40,268.519,h_school,1,1,73,171,25,0,no
0,Nov,Wed,Winter,289,36,13,33,268.519,h_school,2,1,90,172,30,0,no
14,Nov,Thr,Winter,248,25,14,47,268.519,h_school,2,1,86,165,32,4,yes
0,Nov,Thr,Winter,235,20,13,43,268.519,h_school,1,0,106,167,38,0,no
23,Nov,Fri,Winter,225,26,9,28,268.519,h_school,1,2,69,169,24,2,no
26,Nov,Fri,Winter,369,17,12,31,268.519,h_school,3,0,70,169,25,8,no
28,Nov,Mon,Winter,361,52,3,28,268.519,h_school,1,4,80,172,27,2,no
13,Dec,Tue,Winter,179,51,18,38,280.549,h_school,0,0,89,170,31,32,yes
28,Dec,Wed,Winter,291,31,12,40,280.549,h_school,1,1,73,171,25,1,no
23,Dec,Wed,Winter,225,26,9,28,280.549,h_school,1,2,69,169,24,3,no
13,Dec,Fri,Winter,179,26,9,30,280.549,postgrad,0,0,56,171,19,1,yes
23,Dec,Fri,Winter,225,26,9,28,280.549,h_school,1,2,69,169,24,3,no
23,Dec,Wed,Winter,225,26,9,28,280.549,h_school,1,2,69,169,24,3,no
14,Dec,Thr,Winter,361,52,3,28,280.549,h_school,1,4,80,172,27,4,yes
18,Dec,Fri,Winter,179,22,17,40,280.549,graduate,2,0,63,170,22,2,yes
26,Dec,Fri,Winter,235,20,13,43,280.549,h_school,1,0,106,167,38,8,no
18,Dec,Mon,Winter,233,51,1,31,280.549,graduate,1,8,68,178,21,8,yes
13,Dec,Tue,Winter,179,26,9,30,280.549,postgrad,0,0,56,171,19,16,yes
23,Dec,Tue,Winter,225,26,9,28,280.549,h_school,1,2,69,169,24,2,no
23,Dec,Thr,Winter,225,26,9,28,280.549,h_school,1,2,69,169,24,3,no
23,Dec,Mon,Winter,225,26,9,28,280.549,h_school,1,2,69,169,24,2,no
18,Dec,Tue,Summer,155,12,14,34,280.549,h_school,2,0,95,196,25,80,yes
12,Jan,Mon,Summer,179,26,9,30,313.532,postgrad,0,0,56,171,19,24,yes
12,Jan,Thr,Summer,179,26,9,30,313.532,postgrad,0,0,56,171,19,16,yes
25,Jan,Thr,Summer,179,22,17,40,313.532,graduate,2,0,63,170,22,2,no
25,Jan,Fri,Summer,179,22,17,40,313.532,graduate,2,0,63,170,22,2,no
13,Jan,Mon,Summer,179,26,9,30,313.532,postgrad,0,0,56,171,19,3,yes
25,Jan,Wed,Summer,179,22,17,40,313.532,graduate,2,0,63,170,22,2,no
10,Jan,Thr,Summer,289,48,29,49,313.532,h_school,0,2,108,172,36,8,yes
18,Jan,Fri,Summer,179,22,17,40,313.532,graduate,2,0,63,170,22,3,yes
27,Jan,Mon,Summer,179,26,9,30,313.532,postgrad,0,0,56,171,19,2,no
18,Jan,Tue,Summer,155,12,14,34,313.532,h_school,2,0,95,196,25,8,yes
27,Jan,Wed,Summer,179,26,9,30,313.532,postgrad,0,0,56,171,19,2,no
27,Jan,Wed,Summer,179,51,18,38,313.532,h_school,0,0,89,170,31,3,no
13,Jan,Wed,Summer,289,36,13,33,313.532,h_school,2,1,90,172,30,8,yes
27,Jan,Thr,Summer,179,51,18,38,313.532,h_school,0,0,89,170,31,3,no
27,Jan,Fri,Summer,179,51,18,38,313.532,h_school,0,0,89,170,31,2,no
13,Feb,Tue,Summer,179,51,18,38,264.249,h_school,0,0,89,170,31,8,yes
23,Feb,Tue,Summer,225,26,9,28,264.249,h_school,1,2,69,169,24,3,no
1,Feb,Wed,Summer,248,25,14,47,264.249,h_school,2,1,86,165,32,8,yes
27,Feb,Wed,Summer,179,51,18,38,264.249,h_school,0,0,89,170,31,2,no
28,Feb,Thr,Summer,225,26,9,28,264.249,h_school,1,2,69,169,24,3,no
27,Feb,Thr,Summer,179,51,18,38,264.249,h_school,0,0,89,170,31,2,no
27,Feb,Thr,Summer,179,26,9,30,264.249,postgrad,0,0,56,171,19,2,no
28,Feb,Fri,Summer,225,15,15,41,264.249,master_phd,2,2,94,182,28,2,no
27,Feb,Fri,Summer,179,51,18,38,264.249,h_school,0,0,89,170,31,2,no
19,Feb,Mon,Summer,233,51,1,31,264.249,graduate,1,8,68,178,21,2,yes
27,Feb,Mon,Summer,179,51,18,38,264.249,h_school,0,0,89,170,31,2,no
7,Feb,Tue,Summer,225,26,9,28,264.249,h_school,1,2,69,169,24,8,yes
27,Feb,Wed,Summer,179,51,18,38,264.249,h_school,0,0,89,170,31,3,no
27,Feb,Thr,Summer,179,51,18,38,264.249,h_school,0,0,89,170,31,3,no
25,Feb,Thr,Summer,225,26,9,28,264.249,h_school,1,2,69,169,24,3,no
13,Feb,Thr,Summer,179,26,9,30,264.249,postgrad,0,0,56,171,19,2,yes
23,Feb,Fri,Summer,179,22,17,40,264.249,graduate,2,0,63,170,22,2,no
27,Feb,Fri,Summer,179,51,18,38,264.249,h_school,0,0,89,170,31,3,no
12,Feb,Wed,Summer,233,51,1,31,264.249,graduate,1,8,68,178,21,3,yes
27,Feb,Wed,Summer,179,26,9,30,264.249,postgrad,0,0,56,171,19,2,no
27,Feb,Wed,Summer,179,51,18,38,264.249,h_school,0,0,89,170,31,2,no
13,Feb,Thr,Summer,179,51,18,38,264.249,h_school,0,0,89,170,31,8,yes
27,Feb,Fri,Summer,179,51,18,38,264.249,h_school,0,0,89,170,31,2,no
25,Feb,Mon,Summer,155,12,14,34,264.249,h_school,2,0,95,196,25,5,no
25,Feb,Mon,Summer,235,16,8,32,264.249,postgrad,0,0,75,178,25,3,no
27,Feb,Mon,Summer,179,51,18,38,264.249,h_school,0,0,89,170,31,2,no
7,Feb,Mon,Summer,225,26,9,28,264.249,h_school,1,2,69,169,24,2,yes
27,Feb,Tue,Summer,179,51,18,38,264.249,h_school,0,0,89,170,31,2,no
23,Feb,Tue,Summer,248,25,14,47,264.249,h_school,2,1,86,165,32,2,no
25,Feb,Tue,Summer,225,26,9,28,264.249,h_school,1,2,69,169,24,2,no
27,Feb,Wed,Summer,179,51,18,38,264.249,h_school,0,0,89,170,31,2,no
27,Feb,Thr,Summer,179,51,18,38,264.249,h_school,0,0,89,170,31,2,no
25,Feb,Fri,Summer,235,16,8,32,264.249,postgrad,0,0,75,178,25,2,no
27,Mar,Mon,Summer,179,51,18,38,222.196,h_school,0,0,89,170,31,2,no
23,Mar,Mon,Summer,248,25,14,47,222.196,h_school,2,1,86,165,32,2,no
25,Mar,Tue,Summer,228,14,16,58,222.196,h_school,2,1,65,172,22,3,no
25,Mar,Tue,Summer,248,25,14,47,222.196,h_school,2,1,86,165,32,3,no
12,Mar,Tue,Summer,228,14,16,58,222.196,h_school,2,1,65,172,22,112,yes
27,Mar,Wed,Summer,179,51,18,38,222.196,h_school,0,0,89,170,31,2,no
27,Mar,Thr,Summer,225,26,9,28,222.196,h_school,1,2,69,169,24,2,no
27,Mar,Thr,Summer,179,51,18,38,222.196,h_school,0,0,89,170,31,3,no
